transaction_id,invoice_num,premium,pay_transaction_date,pay_transaction_status
TXN-1D978541,INV-521110FD,1634.84,2022-12-01,Paid Late
TXN-3D3B9F67,INV-9BA7B3A6,1634.84,2023-02-24,Paid
TXN-D56777FB,INV-006A1A93,1634.84,2023-08-20,Paid
TXN-16D549F5,INV-45CDFDA0,1418.37,2025-01-25,Paid
TXN-57E2C566,INV-93A7F77D,1418.37,2025-04-30,Paid
TXN-3B351B42,INV-5A9F198D,1418.37,2025-07-25,Paid
TXN-0EE14259,INV-7D80C315,1418.37,2025-10-26,Paid
TXN-324B2F5A,INV-FE13B6A8,1418.37,2026-01-21,Paid
TXN-B797D41F,INV-62A04923,1033.81,2024-09-02,Paid Late
TXN-67C3D7C6,INV-7A84BD9F,1033.81,2024-06-30,Paid
TXN-56991C32,INV-CB6B5B5E,1033.81,2024-09-03,Paid Late
TXN-C7E38891,INV-5AE80FC8,1033.81,2024-08-29,Paid
TXN-C877C7C5,INV-8760A767,1033.81,2024-10-02,Paid
TXN-D8D2CD60,INV-83D8584D,1033.81,2024-11-06,Failed
TXN-B57AE11B,INV-83D8584D,1033.81,2024-11-09,Paid
TXN-BE847583,INV-254C8342,1033.81,2025-02-15,Paid Late
TXN-EDAC6097,INV-13D00E05,1033.81,2024-12-27,Failed
TXN-6780AE6C,INV-3B3995BB,1033.81,2025-02-01,Paid
TXN-4C811DD5,INV-2E4E0AB9,1033.81,2025-03-01,Paid
TXN-8A4EF044,INV-2FF39549,1033.81,2025-03-29,Paid
TXN-639B1C41,INV-C79DB56C,1033.81,2025-04-26,Paid
TXN-1C3FFCE0,INV-37DE579C,1033.81,2025-05-27,Paid
TXN-C383B659,INV-615CF023,1197.93,2024-01-22,Paid
TXN-5337BE4F,INV-5179C2DC,1197.93,2024-02-19,Paid
TXN-8C34D958,INV-695ABF13,1197.93,2024-03-19,Paid
TXN-9DD64EB1,INV-E13337B3,1197.93,2024-04-26,Paid
TXN-05430307,INV-22E3F6B2,1197.93,2024-05-18,Paid
TXN-2581F97C,INV-DBE35AF1,1197.93,2024-06-23,Paid
TXN-C716E641,INV-98E576EF,1197.93,2024-07-19,Paid
TXN-26711E47,INV-4AE0CCA8,1197.93,2024-08-23,Paid
TXN-6943AD7E,INV-0057A273,1197.93,2024-09-19,Failed
TXN-1301D7DD,INV-0057A273,1197.93,2024-09-26,Paid
TXN-AB91B04B,INV-318555EE,1197.93,2024-10-22,Paid
TXN-2B1694FC,INV-54CD1714,1197.93,2024-11-16,Paid
TXN-0A67515F,INV-65FAFCB5,1197.93,2024-12-20,Paid
TXN-05584A57,INV-D23E11FC,1197.93,2025-01-12,Paid
TXN-711BA257,INV-4E51D2E4,866.24,2024-01-05,Paid
TXN-AC7523E3,INV-D2E62886,866.24,2024-08-27,Paid Late
TXN-9EA29FBB,INV-EEDEACFB,866.24,2025-01-05,Paid
TXN-C1777BA8,INV-46C9F95F,496.13,2025-09-29,Paid
TXN-721FAF62,INV-249964C5,496.13,2025-12-28,Paid
TXN-5430A4B0,INV-FF4A6A6F,496.13,2026-03-28,Paid
TXN-EAC7DCB2,INV-17E50A96,496.13,2026-10-13,Paid Late
TXN-B184B3ED,INV-15C5B6BE,227.26,2025-06-30,Paid
TXN-8893153E,INV-95201D55,227.26,2025-07-26,Paid
TXN-D989E1F7,INV-4DFBE5AF,227.26,2025-08-27,Paid
TXN-B1C24A6A,INV-849975D7,227.26,2025-09-28,Paid
TXN-430A297E,INV-1774FD61,227.26,2025-10-29,Paid
TXN-E27E96B7,INV-61C1AE92,227.26,2025-11-24,Paid
TXN-48F551A4,INV-76B38BC2,227.26,2025-12-23,Paid
TXN-07A54D4B,INV-BE530635,227.26,2026-01-24,Paid
TXN-B13FCCD5,INV-25A6D5B4,227.26,2026-02-23,Paid
TXN-43885099,INV-ABA8277A,227.26,2026-03-30,Paid
TXN-AFC55B5D,INV-E0200E69,227.26,2026-07-29,Paid Late
TXN-D781DF31,INV-16E1D8B0,227.26,2026-05-23,Paid
TXN-2048603A,INV-E240630A,227.26,2026-06-26,Paid
TXN-C26CCC1A,INV-F3CCCEEB,662.3,2023-05-07,Paid
TXN-A80368EF,INV-370BFA7D,662.3,2023-06-07,Paid
TXN-32C7CCEB,INV-7C2D48D3,662.3,2023-07-06,Paid
TXN-6644A849,INV-89E41CB6,662.3,2023-08-06,Paid
TXN-C3903F24,INV-5A66435A,662.3,2023-08-31,Paid
TXN-33B32BFE,INV-CA0A6F09,662.3,2023-09-28,Paid
TXN-F3D6CF22,INV-B71D8E81,662.3,2023-11-10,Failed
TXN-2DE77001,INV-B71D8E81,662.3,2023-11-19,Paid
TXN-E5B375AC,INV-C65E5970,662.3,2024-02-10,Paid Late
TXN-F7DE57A7,INV-2082AEC1,662.3,2024-01-03,Paid
TXN-194E0164,INV-06E25047,662.3,2024-02-01,Paid
TXN-3B574C1D,INV-254DF325,662.3,2024-03-05,Paid
TXN-70F735AA,INV-0DBC1FE4,662.3,2024-03-28,Paid
TXN-16072424,INV-DF688E19,662.3,2024-05-02,Paid
TXN-83AAB492,INV-DA2273AD,1569.17,2024-05-01,Paid
TXN-2469B444,INV-BAD64C03,1569.17,2024-05-26,Paid
TXN-245A269C,INV-9FE0AE0A,1569.17,2024-06-29,Paid
TXN-AA5A83E9,INV-94DC4329,1569.17,2024-08-01,Paid
TXN-6AA0F698,INV-A4C5128A,1569.17,2024-09-01,Paid
TXN-0EB96FFE,INV-FDF352A7,1569.17,2024-09-25,Paid
TXN-FED71A54,INV-DD729A12,1569.17,2024-11-01,Failed
TXN-E33D7B67,INV-4C223785,1569.17,2024-11-30,Paid
TXN-7CAB8528,INV-096FDA90,1569.17,2024-12-24,Paid
TXN-0140C0D5,INV-08A0A16E,1569.17,2025-01-26,Paid
TXN-A40DBE16,INV-8ACE7BB2,1569.17,2025-02-27,Paid
TXN-13C8CB0D,INV-FC962885,1569.17,2025-03-30,Paid
TXN-C8F46DC8,INV-3CC6ECE8,1569.17,2025-04-22,Paid
TXN-40DDB0B4,INV-3723910D,846.98,2024-05-01,Failed
TXN-A486C983,INV-E971C21C,846.98,2024-06-30,Paid
TXN-FBC71517,INV-A4A983DD,846.98,2024-07-28,Failed
TXN-4E7C73A6,INV-EEF1FCD7,846.98,2024-08-25,Paid
TXN-51DEDB62,INV-B76318D5,846.98,2024-11-03,Failed
TXN-FBCCD5F7,INV-6F335F8F,846.98,2024-12-02,Failed
TXN-D989F9EB,INV-1D9ED561,1457.89,2025-12-15,Paid
TXN-D371C5E2,INV-6FF2E8CA,1457.89,2026-01-08,Failed
TXN-E69CC897,INV-D2DFD741,1457.89,2026-03-14,Paid
TXN-21B2DCAF,INV-862D0AD5,485.91,2023-04-10,Paid
TXN-F26F8BA1,INV-2104D564,485.91,2023-07-02,Paid
TXN-71BB4535,INV-0938B466,485.91,2023-10-08,Failed
TXN-C1A624FB,INV-6F82E001,485.91,2024-01-05,Failed
TXN-015C8D60,INV-6F82E001,485.91,2024-01-15,Paid
TXN-7A6D9501,INV-6271C06E,1067.15,2023-12-19,Paid
TXN-4D881269,INV-3B0A3D69,1067.15,2024-01-31,Failed
TXN-DE011521,INV-3B0A3D69,1067.15,2024-02-10,Paid
TXN-6EB7078B,INV-BE1A503F,1067.15,2024-03-29,Paid Late
TXN-4982285E,INV-AA35E75E,1067.15,2024-04-20,Paid Late
TXN-A4AF1810,INV-AA7A8ED9,1067.15,2024-04-20,Paid
TXN-7E86A985,INV-D7F5BE4C,1067.15,2024-05-22,Paid
TXN-91DCD355,INV-240E9A4D,1067.15,2024-06-28,Failed
TXN-74842A6D,INV-240E9A4D,1067.15,2024-07-06,Paid
TXN-1C841342,INV-7802BDF5,1067.15,2024-08-16,Paid Late
TXN-7B13D116,INV-A9302A27,1067.15,2024-08-22,Failed
TXN-D5FE782F,INV-A9302A27,1067.15,2024-08-31,Paid
TXN-8F28FA5A,INV-9B7460A4,1067.15,2024-09-23,Paid
TXN-FD73640C,INV-C4241D73,1067.15,2024-10-15,Paid
TXN-FBA0A156,INV-05878CBD,1067.15,2024-12-20,Paid
TXN-369F7B1B,INV-91E52E18,845.59,2022-02-22,Failed
TXN-C5185020,INV-8F255927,845.59,2022-03-27,Paid
TXN-466C4C16,INV-5D8BBE7D,845.59,2022-04-29,Paid
TXN-519CA826,INV-A1254AAD,845.59,2022-05-27,Paid
TXN-ED9D50E1,INV-1C831C7D,845.59,2022-06-28,Paid
TXN-41D897E0,INV-4F5A5102,845.59,2022-08-25,Paid
TXN-260AAAD0,INV-BBF63CAD,845.59,2022-09-17,Paid
TXN-2D684917,INV-12D5E927,845.59,2022-11-29,Paid Late
TXN-FDE7EFD9,INV-773BA4F8,845.59,2022-11-23,Failed
TXN-12BE1EDD,INV-A795A89F,845.59,2022-12-30,Failed
TXN-2D943F95,INV-A795A89F,845.59,2023-01-04,Paid
TXN-5DE2508C,INV-68220A38,845.59,2023-04-19,Paid Late
TXN-4776C4B6,INV-910EEDF6,845.59,2023-02-23,Paid
TXN-B0372912,INV-91CFCC9A,1462.3,2023-11-10,Paid
TXN-D87C064D,INV-48AF71D2,1462.3,2023-12-11,Paid
TXN-FB283DC1,INV-980BD738,1462.3,2024-01-13,Paid
TXN-F8E3A88C,INV-93961FD7,1462.3,2024-05-27,Paid Late
TXN-99D7B04B,INV-DDD25AB0,1462.3,2024-03-10,Paid
TXN-4D220F47,INV-4683D32D,1462.3,2024-05-12,Paid Late
TXN-6033A3F2,INV-4C0885BD,1462.3,2024-05-05,Paid
TXN-33136FC7,INV-A9ACCE4A,1462.3,2024-06-11,Paid
TXN-EDFD4C2C,INV-F9540660,1462.3,2024-07-10,Paid
TXN-1DAA84E2,INV-89411D19,1462.3,2024-08-09,Paid
TXN-AD9A54F0,INV-247E3E1A,1462.3,2024-09-08,Paid
TXN-245F0E49,INV-E3EDFE3E,1462.3,2024-10-03,Paid
TXN-3DFFC650,INV-0A04F36D,1462.3,2024-11-03,Paid
TXN-BFDEDC1B,INV-916760EA,1509.99,2023-07-29,Paid
TXN-4B6EA84A,INV-470AA602,1509.99,2024-02-02,Failed
TXN-E81413C1,INV-E831AEF3,1509.99,2024-07-29,Paid
TXN-4049EC1B,INV-0D73D3BC,675.16,2026-01-02,Paid Late
TXN-FD02676C,INV-5347A147,675.16,2026-07-15,Paid Late
TXN-D586885B,INV-DA64B415,417.64,2023-11-18,Paid
TXN-CFBF4DAA,INV-D36A5E8D,417.64,2024-03-01,Paid Late
TXN-4A5D679D,INV-C9205490,417.64,2024-03-01,Paid Late
TXN-3842D55B,INV-74A4CBCB,417.64,2024-04-05,Paid Late
TXN-12402CA6,INV-70D1B8FA,417.64,2024-03-16,Paid
TXN-AB179E81,INV-D0288997,417.64,2024-04-17,Failed
TXN-610AFF84,INV-D0288997,417.64,2024-04-26,Paid
TXN-9AC0E5B0,INV-8FE58AA7,417.64,2024-05-09,Paid
TXN-DECCA68E,INV-44B31D01,417.64,2024-06-10,Paid
TXN-E8545752,INV-5111006B,417.64,2024-11-09,Paid Late
TXN-F9F1840C,INV-A217A4A9,417.64,2024-09-17,Failed
TXN-6C73AA68,INV-CE2B379D,417.64,2024-10-14,Paid
TXN-3307951B,INV-20CBC11D,417.64,2024-11-12,Paid
TXN-5285D9FD,INV-867687AA,132.09,2023-01-10,Paid
TXN-B3F66BEA,INV-7D25425B,132.09,2023-04-10,Paid
TXN-C4BABE90,INV-87E97BAD,132.09,2023-07-09,Paid
TXN-10507932,INV-99F795E7,132.09,2023-10-03,Paid
TXN-167AA796,INV-AF57E446,132.09,2023-12-28,Paid
TXN-3B918A5A,INV-79E7FC8C,351.9,2022-06-01,Paid Late
TXN-A314F727,INV-1A4D7DEC,351.9,2022-09-22,Paid
TXN-8A34F98B,INV-9F48A4F3,351.9,2023-06-15,Paid Late
TXN-B48C63D1,INV-C604D366,629.22,2023-12-14,Paid
TXN-D62FE115,INV-724A8172,629.22,2024-03-16,Paid
TXN-C76686C0,INV-EA19B1C6,629.22,2024-06-12,Paid
TXN-5202D263,INV-A1465AE4,629.22,2024-09-13,Paid
TXN-B894042C,INV-3E565CDA,629.22,2024-12-07,Paid
TXN-F663A321,INV-9967E8A8,540.05,2024-06-16,Paid
TXN-75CA763E,INV-70A9A643,540.05,2024-12-12,Paid
TXN-06D8691F,INV-525B70F2,540.05,2025-06-09,Failed
TXN-F7F335BE,INV-525B70F2,540.05,2025-06-14,Paid
TXN-64E58B2E,INV-9DB4987F,507.02,2024-03-01,Failed
TXN-E274EDEF,INV-A97EEDDE,507.02,2024-04-07,Failed
TXN-F67509A9,INV-719BAA4D,507.02,2024-05-03,Paid
TXN-70F30FDD,INV-36FF3DF0,507.02,2024-06-05,Paid
TXN-661929B9,INV-9413CCE0,507.02,2024-07-30,Failed
TXN-56FA7B03,INV-1D26C644,1705.8,2022-01-15,Failed
TXN-CB72DD5E,INV-378A07B4,1705.8,2022-09-17,Paid Late
TXN-DA8052AD,INV-28D8AA64,1705.8,2023-01-08,Failed
TXN-6395AB3D,INV-28D8AA64,1705.8,2023-01-16,Paid
TXN-E3A52086,INV-29B15707,931.22,2025-11-10,Paid
TXN-71321A38,INV-7913DF41,931.22,2026-05-15,Paid
TXN-05834032,INV-7872009A,1003.11,2024-01-25,Paid
TXN-BAB81CD9,INV-0AE6CD96,1003.11,2024-02-17,Paid
TXN-087E9CEC,INV-83100C7C,1003.11,2024-03-20,Paid
TXN-33F7D27A,INV-86E59AD8,1003.11,2024-06-25,Paid Late
TXN-45D414C0,INV-3F57E6F5,1003.11,2024-05-19,Paid
TXN-A1A7F847,INV-D6660189,1003.11,2024-09-28,Paid Late
TXN-0014F7D9,INV-3C11ECFE,1003.11,2024-09-23,Failed
TXN-D7944C00,INV-3C11ECFE,1003.11,2024-10-01,Paid
TXN-B168C435,INV-1010D08D,1003.11,2024-10-22,Paid
TXN-3F6DAF55,INV-72B8613C,1003.11,2024-11-15,Failed
TXN-D6251735,INV-41E79789,1003.11,2025-02-20,Paid Late
TXN-311890EF,INV-961C193D,1003.11,2025-01-12,Paid
TXN-DD2085E1,INV-E539EFC3,1378.54,2025-07-09,Paid
TXN-348CBDBE,INV-3EAE33DD,1378.54,2026-01-27,Paid Late
TXN-96E5E80A,INV-4F249961,1378.54,2026-07-09,Failed
TXN-13AA09B6,INV-7A01A8D3,1307.38,2022-09-22,Paid
TXN-4A690854,INV-69D87056,1307.38,2022-12-13,Paid
TXN-7A8D4F2B,INV-2F1B7D3F,1307.38,2023-03-16,Paid
TXN-2187152E,INV-F9227054,1307.38,2023-06-12,Paid
TXN-967C84BE,INV-A72F2334,1783.86,2025-10-06,Paid
TXN-F013EF47,INV-3B623B1B,1783.86,2026-01-06,Failed
TXN-C3AE9416,INV-3B623B1B,1783.86,2026-01-12,Paid
TXN-2753C4A3,INV-13D180DF,1783.86,2026-06-26,Failed
TXN-251CB94B,INV-ACE57271,595.64,2026-03-12,Failed
TXN-DA56500C,INV-BF638727,595.64,2026-05-05,Failed
TXN-8D6040D2,INV-B63D28C9,536.71,2024-05-13,Paid
TXN-392CF9C3,INV-A93EE98B,536.71,2025-03-03,Paid Late
TXN-F59C970E,INV-C82788BC,168.33,2025-06-16,Paid
TXN-E03CA9A7,INV-52A48F33,168.33,2025-09-16,Paid
TXN-841E3C79,INV-36BA0188,168.33,2026-02-23,Paid Late
TXN-A75796F4,INV-FE3599B0,168.33,2026-03-18,Paid
TXN-544B9BC8,INV-FBC047C6,168.33,2026-06-10,Paid
TXN-231023D6,INV-F631DE38,1710.91,2025-01-29,Paid
TXN-52B3BBB6,INV-E81DF4C2,1710.91,2025-03-08,Paid
TXN-9CC0EA99,INV-F5909BFA,1710.91,2025-04-07,Paid
TXN-094AAF8B,INV-6BA8EEB4,1710.91,2025-04-29,Paid
TXN-BED3A266,INV-38492BA8,1710.91,2025-06-05,Paid
TXN-8C003141,INV-426C7AFD,1710.91,2025-07-01,Paid
TXN-1D2EF6B2,INV-B18A6F21,1710.91,2025-07-31,Paid
TXN-96CE2DA0,INV-0774A27F,1710.91,2025-09-02,Paid
TXN-6E8AD2F3,INV-72E8BF3A,1710.91,2025-09-25,Paid
TXN-DC45E87E,INV-AF119693,1710.91,2025-11-02,Paid
TXN-CE9C2040,INV-6BEF3700,1710.91,2025-11-30,Paid
TXN-AD5F1F9A,INV-6815F2DA,1710.91,2026-01-01,Paid
TXN-F2C0BE6C,INV-765B0B8B,1710.91,2026-01-25,Paid
TXN-120381FA,INV-760DE38F,1242.49,2023-09-21,Paid
TXN-8FCA9EEB,INV-905CDE25,1242.49,2024-01-14,Paid Late
TXN-A947990A,INV-9A702F14,1242.49,2023-11-23,Paid
TXN-1576713A,INV-6FFAC1EA,1242.49,2023-12-15,Paid
TXN-F74F6CB4,INV-F463A5D3,1242.49,2024-01-23,Paid
TXN-EEC8308A,INV-8850DB6A,1242.49,2024-02-21,Paid
TXN-0969D4A2,INV-D06387F1,1242.49,2024-06-21,Paid Late
TXN-23FBD19F,INV-185D3A86,1242.49,2024-04-18,Paid
TXN-39830FC2,INV-3F34C523,1242.49,2024-05-21,Paid
TXN-DA99A3AE,INV-CBBCB805,1242.49,2024-06-14,Paid
TXN-24407A61,INV-E5FB811F,1242.49,2024-07-16,Paid
TXN-8261491A,INV-202F6CCC,1242.49,2024-08-13,Paid
TXN-78DCC8E7,INV-3956353B,1242.49,2024-09-19,Paid
TXN-5340E17E,INV-060A632E,1487.61,2025-04-11,Paid
TXN-8E33523C,INV-0391A3F7,1487.61,2025-10-08,Paid
TXN-D5AF2C1F,INV-DEFA1EEA,1487.61,2026-03-30,Paid
TXN-11ED00B6,INV-06EEE06C,675.75,2023-10-26,Paid
TXN-85573A3D,INV-B324C6FB,675.75,2024-01-28,Paid
TXN-DA111145,INV-43645034,675.75,2024-07-30,Paid Late
TXN-C23E4919,INV-5C96D462,675.75,2024-07-22,Paid
TXN-AE9040D2,INV-EF3F7F4C,675.75,2024-10-26,Paid
TXN-312B1B07,INV-F54172C2,267.87,2025-10-19,Paid
TXN-7C4CC655,INV-12877E05,267.87,2026-04-21,Paid
TXN-89FB3BD8,INV-CDBB0260,1636.92,2024-09-01,Paid
TXN-92F60266,INV-1204731C,1636.92,2025-02-26,Paid
TXN-78EF0CC4,INV-564A509C,1636.92,2025-08-28,Paid
TXN-275C06D9,INV-8B40657C,252.94,2025-09-18,Paid
TXN-A453C51A,INV-052E584C,252.94,2025-12-16,Paid
TXN-CFBBA074,INV-918F3CF7,252.94,2026-03-14,Paid
TXN-62D65CED,INV-6089398B,252.94,2026-06-15,Paid
TXN-42C722CD,INV-A5AEB580,252.94,2026-09-12,Paid
TXN-B64C76E5,INV-F60DE367,632.41,2022-07-17,Paid
TXN-00533B18,INV-874BFDB2,632.41,2023-01-13,Failed
TXN-B5ECCD2E,INV-143964E8,1542.57,2023-04-08,Failed
TXN-7025C01C,INV-143964E8,1542.57,2023-04-12,Paid
TXN-AA6CFF47,INV-97FD4064,1542.57,2023-09-21,Paid Late
TXN-B217921E,INV-AA589A58,1542.57,2023-09-27,Paid Late
TXN-E1E2EEB6,INV-72A3D716,1542.57,2023-11-05,Paid Late
TXN-93417997,INV-47542299,593.23,2023-07-30,Failed
TXN-2178C903,INV-5B7158AF,593.23,2023-08-25,Failed
TXN-97524903,INV-EB0D9BC8,593.23,2023-09-19,Paid
TXN-09E2A6A1,INV-77CD464F,593.23,2023-10-23,Failed
TXN-36C63537,INV-13A06212,593.23,2023-12-17,Failed
TXN-EA314B76,INV-49F80B58,593.23,2024-03-21,Failed
TXN-EE27A7B0,INV-000E0F6A,593.23,2024-04-20,Failed
TXN-ECD73396,INV-000E0F6A,593.23,2024-04-26,Paid
TXN-55BB5001,INV-7F90DCCD,1622.91,2024-05-08,Paid
TXN-938E74EC,INV-C4034A38,1622.91,2024-11-03,Paid
TXN-78A811A8,INV-F75CF764,1622.91,2025-04-26,Paid
TXN-3406EF1E,INV-8C928B00,1768.5,2023-02-13,Paid
TXN-BE04812C,INV-0E6CA4DE,1768.5,2023-08-05,Paid
TXN-617E69FD,INV-6F3EA1EA,1768.5,2024-02-06,Paid
TXN-0F3B211E,INV-C6C0396D,1720.94,2024-11-16,Paid
TXN-7D634C1D,INV-B03A714A,1720.94,2024-12-13,Paid
TXN-319021BA,INV-B45A062D,1720.94,2025-01-08,Paid
TXN-79C144CE,INV-87A4EC36,1720.94,2025-04-24,Paid Late
TXN-66F0E0F1,INV-6B814ABE,1720.94,2025-03-14,Failed
TXN-4E89191A,INV-6B814ABE,1720.94,2025-03-24,Paid
TXN-E55B661A,INV-C4E96B55,1720.94,2025-04-08,Failed
TXN-CDF64CF1,INV-D53A6565,1720.94,2025-05-16,Paid
TXN-4C5CAF7D,INV-A55A25AA,1720.94,2025-08-14,Paid Late
TXN-56229D02,INV-9B76EDA8,1720.94,2025-07-11,Failed
TXN-355DF1E8,INV-FF524512,1720.94,2025-09-17,Paid Late
TXN-D84A4B34,INV-BC4993DE,1720.94,2025-11-15,Paid Late
TXN-7A79FCAE,INV-F33D6D5A,1720.94,2026-01-31,Paid Late
TXN-3978EDA6,INV-8A985458,722.63,2022-11-08,Failed
TXN-B38A39BF,INV-8A985458,722.63,2022-11-14,Paid
TXN-5259B55C,INV-7CAAE941,722.63,2023-05-04,Paid
TXN-CD6E7FA7,INV-7BD1BF9F,722.63,2023-10-31,Failed
TXN-3E1BCD90,INV-7BD1BF9F,722.63,2023-11-10,Paid
TXN-F3C93EF1,INV-476AB30D,1250.19,2026-03-19,Paid
TXN-AFB11128,INV-85BE5A83,1250.19,2026-04-20,Paid
TXN-BF650EA7,INV-1D5F60B9,1250.19,2026-05-21,Paid
TXN-6A6B2A3D,INV-459995F7,1250.19,2026-06-21,Paid
TXN-15301B0E,INV-AEB321F9,1250.19,2026-07-19,Paid
TXN-2AD07D45,INV-33374868,1250.19,2026-08-25,Paid
TXN-63E8FEA3,INV-084DDE33,1250.19,2026-09-16,Paid
TXN-54C717BC,INV-FF2E7482,363.0,2023-04-01,Failed
TXN-CA3A5F28,INV-5BA38BD5,279.93,2024-12-04,Failed
TXN-A597A286,INV-E91679D3,846.23,2022-10-27,Paid Late
TXN-5856F7CD,INV-810BA8E9,846.23,2022-10-07,Failed
TXN-3746FC45,INV-810BA8E9,846.23,2022-10-12,Paid
TXN-4CCD3D99,INV-0D2AB129,846.23,2023-02-09,Paid Late
TXN-72FD13AD,INV-7971FE9E,846.23,2022-12-14,Paid
TXN-725E88BF,INV-4BB35380,846.23,2023-01-14,Paid
TXN-85D12E60,INV-8F2FBFCC,846.23,2023-02-06,Paid
TXN-3631195F,INV-8B2ABA08,846.23,2023-03-08,Paid
TXN-CF3360C5,INV-5C3016F7,846.23,2023-04-11,Paid
TXN-986C35E7,INV-E6A873E6,846.23,2023-06-22,Paid Late
TXN-45787D2E,INV-62AF01FD,846.23,2023-08-01,Paid Late
TXN-83DCC28E,INV-E29BB8C7,846.23,2023-08-24,Paid Late
TXN-9BF9476E,INV-5E287D9D,846.23,2023-08-04,Failed
TXN-42007A78,INV-5E287D9D,846.23,2023-08-14,Paid
TXN-67A4AE14,INV-94C39563,846.23,2023-09-04,Failed
TXN-F1186B67,INV-94C39563,846.23,2023-09-13,Paid
TXN-B1D36AE5,INV-45042C9A,389.57,2025-10-09,Paid
TXN-57E41EA8,INV-73DE147B,389.57,2026-03-31,Paid
TXN-5166AEA6,INV-EFDE84DC,1737.71,2025-05-13,Paid
TXN-1B0B284C,INV-ABA594A5,1737.71,2025-08-08,Paid
TXN-C1F69279,INV-8D45B715,1737.71,2026-02-18,Paid Late
TXN-BED71D46,INV-AEC9A456,1737.71,2026-02-02,Paid
TXN-64ABB7EF,INV-8A410A0A,1737.71,2026-05-02,Paid
TXN-3EABBCEC,INV-7C59D49F,284.05,2025-01-31,Paid
TXN-0F27B33D,INV-12AC8659,284.05,2025-03-07,Paid
TXN-E5AB9CFF,INV-520F001B,284.05,2025-03-31,Paid
TXN-D2C9DB31,INV-0D7FB8D1,284.05,2025-04-30,Paid
TXN-710F2744,INV-2EA3A8B7,284.05,2025-06-06,Paid
TXN-E0F43FE1,INV-F7B22E2C,284.05,2025-07-05,Paid
TXN-0AE27C18,INV-D87DB685,284.05,2025-07-28,Paid
TXN-6A6DD34C,INV-7C8FD01F,284.05,2025-08-28,Paid
TXN-54DB34D6,INV-06373B90,284.05,2025-11-11,Paid Late
TXN-4A3755EE,INV-58C1F876,284.05,2025-10-31,Paid
TXN-49E7A978,INV-B633553B,284.05,2025-11-29,Paid
TXN-42F9CD2A,INV-9A21BFC8,284.05,2026-01-01,Paid
TXN-80C7D6EB,INV-CC2F1DA9,284.05,2026-01-30,Paid
TXN-451CC8A1,INV-BA2E1545,493.95,2026-03-11,Paid
TXN-4B0B31B4,INV-34F921B7,493.95,2026-06-12,Paid
TXN-9C7BE753,INV-12C890B2,493.95,2026-09-03,Paid
TXN-ECE0C8C4,INV-AAB9B068,500.94,2023-06-19,Paid
TXN-ABD075BF,INV-28EEF5C9,500.94,2023-07-17,Failed
TXN-C6F4987B,INV-28EEF5C9,500.94,2023-07-26,Paid
TXN-4167D858,INV-A1835CAD,500.94,2023-08-15,Paid
TXN-80A4BF34,INV-E89D8700,500.94,2023-12-08,Paid Late
TXN-52F63A23,INV-5D316351,500.94,2023-10-22,Paid
TXN-356FA5D7,INV-BA22D422,500.94,2023-11-13,Paid
TXN-1D5CBCB6,INV-601D0731,500.94,2023-12-16,Paid
TXN-C2A65BEA,INV-9D9AF595,500.94,2024-02-21,Paid Late
TXN-E4FD4186,INV-688A6184,500.94,2024-02-12,Paid
TXN-B62B8131,INV-067CF5AA,500.94,2024-03-21,Paid
TXN-2F273B7C,INV-5D5D1FBA,500.94,2024-04-19,Paid
TXN-823A5A0A,INV-8DEF3E01,500.94,2024-05-16,Paid
TXN-7B9256F9,INV-75790FFD,500.94,2024-09-29,Paid Late
TXN-06E367BD,INV-1C48865D,1647.91,2025-08-02,Paid
TXN-F5D49494,INV-E0B36F6B,1647.91,2026-02-03,Paid
TXN-29BCA26A,INV-1BD51E5D,1647.91,2026-07-30,Paid
TXN-44096229,INV-2EFEFD2E,1234.71,2025-07-15,Paid
TXN-F7FF0830,INV-9150269F,1234.71,2025-10-10,Paid
TXN-9D277458,INV-DC116D12,1234.71,2026-01-10,Paid
TXN-60F4DC9B,INV-ED7063A8,1234.71,2026-04-05,Paid
TXN-7B1DBA51,INV-4DA39E6D,1234.71,2026-07-10,Paid
TXN-902964BF,INV-2B32CC5C,597.27,2024-06-22,Paid
TXN-E65801ED,INV-45ABCCE1,597.27,2024-12-25,Paid
TXN-46B9C4F9,INV-45F37C5A,597.27,2025-06-20,Paid
TXN-A1BE7177,INV-0937FF77,1038.53,2023-05-06,Failed
TXN-8B76E17A,INV-DE64C231,1038.53,2023-09-29,Paid Late
TXN-5ABE1F30,INV-53B0F709,1038.53,2023-10-24,Paid
TXN-8C343EB5,INV-C7E660B7,1038.53,2024-02-04,Failed
TXN-F2DA6B5A,INV-C7E660B7,1038.53,2024-02-13,Paid
TXN-BC96A85B,INV-5FAE0D0D,1038.53,2024-04-25,Paid
TXN-6F7EB329,INV-927A976C,168.64,2023-10-19,Paid
TXN-975DB21E,INV-34EAAF46,168.64,2024-01-09,Paid Late
TXN-92EDAEDD,INV-1B294256,168.64,2023-12-23,Paid
TXN-9EAFB361,INV-A16C4605,168.64,2024-05-01,Paid Late
TXN-D4E551BD,INV-06F54486,168.64,2024-02-24,Paid
TXN-04C01C56,INV-6AB32590,168.64,2024-03-18,Paid
TXN-1333591A,INV-A5317B2B,168.64,2024-05-29,Paid Late
TXN-74FEFD90,INV-C244EA71,168.64,2024-05-23,Paid
