policy_num,invoice_num,invoice_type,invoice_start_date,invoice_end_date,days_arrears_allowed,installment_num,premium
POL-B0A9470E,INV-F329585E,Premium,2023-04-26,2023-05-26,60,12,237.82
POL-B0A9470E,INV-78CF70C3,Premium,2023-05-26,2023-05-31,90,13,237.82
POL-DB7F7FE1,INV-561D91D3,Premium,2022-09-29,2022-10-29,90,1,1247.0
POL-DB7F7FE1,INV-B8F8F7CC,Premium,2022-10-29,2022-11-28,30,2,1247.0
POL-DB7F7FE1,INV-878145AB,Premium,2022-11-28,2022-12-28,90,3,1247.0
POL-DB7F7FE1,INV-518FB85F,Premium,2022-12-28,2023-01-27,30,4,1247.0
POL-DB7F7FE1,INV-9AD9FCE5,Premium,2023-01-27,2023-02-26,30,5,1247.0
POL-DB7F7FE1,INV-08972619,Premium,2023-02-26,2023-03-28,60,6,1247.0
POL-DB7F7FE1,INV-D55F0F8D,Premium,2023-03-28,2023-04-27,30,7,1247.0
POL-DB7F7FE1,INV-F70F6479,Premium,2023-04-27,2023-05-27,90,8,1247.0
POL-DB7F7FE1,INV-2E08776D,Premium,2023-05-27,2023-06-26,30,9,1247.0
POL-2FDD2230,INV-5AED9255,Premium,2024-01-27,2024-04-26,90,1,733.96
POL-2FDD2230,INV-59FB195C,Premium,2024-04-26,2024-07-25,90,2,733.96
POL-2FDD2230,INV-63BCF815,Premium,2024-07-25,2024-10-23,30,3,733.96
POL-0068CCEA,INV-0CC68864,Premium,2025-06-06,2025-12-03,60,1,762.96
POL-0068CCEA,INV-8D7A137C,Premium,2025-12-03,2026-06-01,30,2,762.96
POL-0068CCEA,INV-EBF324A4,Adjustment,2026-06-01,2026-06-06,90,3,762.96
POL-58E85690,INV-92BF7124,Premium,2024-12-19,2025-06-17,90,1,818.37
POL-58E85690,INV-0428D9C1,Premium,2025-06-17,2025-12-14,30,2,818.37
POL-58E85690,INV-85DBEDC4,Premium,2025-12-14,2025-12-19,60,3,818.37
POL-9470573C,INV-21C7978D,Adjustment,2025-09-20,2025-10-20,60,1,375.62
POL-9470573C,INV-CA9F8056,Premium,2025-10-20,2025-11-19,60,2,375.62
POL-9470573C,INV-FA63F2EE,Premium,2025-11-19,2025-12-19,30,3,375.62
POL-9470573C,INV-79673008,Premium,2025-12-19,2026-01-18,90,4,375.62
POL-9470573C,INV-3A3AD388,Premium,2026-01-18,2026-02-17,30,5,375.62
POL-9470573C,INV-79DE7A03,Premium,2026-02-17,2026-03-19,60,6,375.62
POL-9470573C,INV-6DD70A17,Premium,2026-03-19,2026-04-18,30,7,375.62
POL-9470573C,INV-F2F722D6,Premium,2026-04-18,2026-05-18,30,8,375.62
POL-9470573C,INV-6AF7C6D7,Premium,2026-05-18,2026-06-17,90,9,375.62
POL-9470573C,INV-817020AD,Premium,2026-06-17,2026-07-17,90,10,375.62
POL-9470573C,INV-AD119B21,Premium,2026-07-17,2026-08-16,60,11,375.62
POL-9470573C,INV-D986D96F,Premium,2026-08-16,2026-09-15,90,12,375.62
POL-9470573C,INV-943E0083,Premium,2026-09-15,2026-09-20,30,13,375.62
POL-1838A89C,INV-CC853BEE,Premium,2023-06-26,2023-07-26,30,1,256.82
POL-1838A89C,INV-C2930285,Premium,2023-07-26,2023-08-25,90,2,256.82
POL-1838A89C,INV-8DFE28BB,Premium,2023-08-25,2023-09-24,90,3,256.82
POL-1838A89C,INV-8FF1C1F5,Premium,2023-09-24,2023-10-24,90,4,256.82
POL-1838A89C,INV-FF132663,Premium,2023-10-24,2023-11-23,60,5,256.82
POL-1838A89C,INV-58D7F463,Premium,2023-11-23,2023-12-23,90,6,256.82
POL-1838A89C,INV-4C9B43C2,Premium,2023-12-23,2024-01-22,90,7,256.82
POL-1838A89C,INV-407CACF0,Premium,2024-01-22,2024-02-21,90,8,256.82
POL-1838A89C,INV-B748FA9F,Premium,2024-02-21,2024-03-22,60,9,256.82
POL-1838A89C,INV-B83FAD0C,Premium,2024-03-22,2024-04-21,60,10,256.82
POL-1838A89C,INV-2274F79C,Premium,2024-04-21,2024-05-21,60,11,256.82
POL-1838A89C,INV-AB226665,Premium,2024-05-21,2024-06-20,60,12,256.82
POL-1838A89C,INV-6019F964,Premium,2024-06-20,2024-06-25,60,13,256.82
POL-640574D5,INV-27FD365C,Premium,2023-07-12,2024-01-08,60,1,874.2
POL-640574D5,INV-59C98A1E,Premium,2024-01-08,2024-07-06,30,2,874.2
POL-640574D5,INV-A592FB55,Premium,2024-07-06,2024-07-11,30,3,874.2
POL-C9C42BE1,INV-6EA70ADF,Premium,2026-01-09,2026-02-08,60,1,1137.81
POL-C9C42BE1,INV-33770160,Premium,2026-02-08,2026-03-10,90,2,1137.81
POL-C9C42BE1,INV-A8D5B20B,Adjustment,2026-03-10,2026-04-09,60,3,1137.81
POL-C9C42BE1,INV-AB521500,Adjustment,2026-04-09,2026-05-09,90,4,1137.81
POL-C9C42BE1,INV-529627ED,Premium,2026-05-09,2026-06-08,60,5,1137.81
POL-C9C42BE1,INV-8C0789E0,Premium,2026-06-08,2026-07-08,90,6,1137.81
POL-C9C42BE1,INV-FCC3DAE9,Premium,2026-07-08,2026-08-07,30,7,1137.81
POL-C9C42BE1,INV-4E8274A8,Premium,2026-08-07,2026-09-06,60,8,1137.81
POL-C9C42BE1,INV-1883B2CE,Refund,2026-09-06,2026-10-06,30,9,1137.81
POL-C1F825B9,INV-88195A2C,Premium,2024-11-01,2025-01-30,30,1,947.82
POL-C1F825B9,INV-4627BF31,Premium,2025-01-30,2025-04-30,60,2,947.82
POL-C1F825B9,INV-840CD3E2,Premium,2025-04-30,2025-07-29,90,3,947.82
POL-C1F825B9,INV-DD91944B,Premium,2025-07-29,2025-10-27,60,4,947.82
POL-C1F825B9,INV-3A8AA84E,Adjustment,2025-10-27,2025-11-01,60,5,947.82
POL-64C1436A,INV-701C78E9,Premium,2022-04-15,2022-10-12,90,1,783.08
POL-64C1436A,INV-4138FA22,Premium,2022-10-12,2023-04-10,90,2,783.08
POL-64C1436A,INV-BD1E59CA,Premium,2023-04-10,2023-04-15,30,3,783.08
POL-FDA2761A,INV-A21917DC,Premium,2023-07-21,2023-08-20,60,1,647.07
POL-FDA2761A,INV-F8D283FC,Premium,2023-08-20,2023-09-19,90,2,647.07
POL-FDA2761A,INV-8BD497BE,Adjustment,2023-09-19,2023-10-19,90,3,647.07
POL-FDA2761A,INV-F270F78C,Adjustment,2023-10-19,2023-11-18,60,4,647.07
POL-FDA2761A,INV-152FBEBE,Premium,2023-11-18,2023-12-18,90,5,647.07
POL-FDA2761A,INV-6D672EF3,Premium,2023-12-18,2024-01-17,60,6,647.07
POL-FDA2761A,INV-6C4DA512,Premium,2024-01-17,2024-02-16,90,7,647.07
POL-FDA2761A,INV-AD882BDA,Premium,2024-02-16,2024-03-17,60,8,647.07
POL-FDA2761A,INV-43F126A0,Premium,2024-03-17,2024-04-16,90,9,647.07
POL-FDA2761A,INV-25167A9D,Adjustment,2024-04-16,2024-05-16,60,10,647.07
POL-FDA2761A,INV-A1DFC883,Premium,2024-05-16,2024-06-15,90,11,647.07
POL-FDA2761A,INV-828E1A59,Premium,2024-06-15,2024-07-15,30,12,647.07
POL-FDA2761A,INV-41D45D04,Premium,2024-07-15,2024-07-20,90,13,647.07
POL-45A0603A,INV-5810FF85,Adjustment,2023-11-15,2023-12-15,30,1,1795.12
POL-45A0603A,INV-E7D08DC0,Premium,2023-12-15,2024-01-14,60,2,1795.12
POL-45A0603A,INV-B06AFF7E,Premium,2024-01-14,2024-02-13,30,3,1795.12
POL-45A0603A,INV-60911167,Premium,2024-02-13,2024-03-14,30,4,1795.12
POL-45A0603A,INV-924C3BD4,Adjustment,2024-03-14,2024-04-13,60,5,1795.12
POL-45A0603A,INV-2D83DC20,Adjustment,2024-04-13,2024-05-13,60,6,1795.12
POL-45A0603A,INV-A7D7FD42,Premium,2024-05-13,2024-06-12,30,7,1795.12
POL-45A0603A,INV-6531E1F2,Premium,2024-06-12,2024-07-12,60,8,1795.12
POL-45A0603A,INV-FFB9DC97,Premium,2024-07-12,2024-08-11,30,9,1795.12
POL-45A0603A,INV-89F44328,Premium,2024-08-11,2024-09-10,90,10,1795.12
POL-45A0603A,INV-55FF2B50,Premium,2024-09-10,2024-10-10,90,11,1795.12
POL-45A0603A,INV-6D012002,Premium,2024-10-10,2024-11-09,60,12,1795.12
POL-45A0603A,INV-8A0DFB17,Adjustment,2024-11-09,2024-11-14,90,13,1795.12
POL-FDB56D99,INV-7530B1A9,Premium,2022-11-27,2023-02-25,30,1,305.4
POL-FDB56D99,INV-1E7FB241,Premium,2023-02-25,2023-05-26,90,2,305.4
POL-FDB56D99,INV-A5C88F50,Premium,2023-05-26,2023-08-24,30,3,305.4
POL-FDB56D99,INV-418F51EE,Premium,2023-08-24,2023-11-22,30,4,305.4
POL-FDB56D99,INV-82DE2B7E,Premium,2023-11-22,2023-11-27,90,5,305.4
POL-0A53C138,INV-1EEEB02C,Adjustment,2025-02-03,2025-05-04,90,1,1317.69
POL-0A53C138,INV-D594E853,Premium,2025-05-04,2025-08-02,90,2,1317.69
POL-0A53C138,INV-C437CDA1,Premium,2025-08-02,2025-10-31,30,3,1317.69
POL-0A53C138,INV-42A635FE,Premium,2025-10-31,2026-01-29,60,4,1317.69
POL-0A53C138,INV-D0D372B7,Adjustment,2026-01-29,2026-02-03,60,5,1317.69
POL-70EA7FB4,INV-521110FD,Premium,2022-08-18,2023-02-14,90,1,1634.84
POL-70EA7FB4,INV-9BA7B3A6,Adjustment,2023-02-14,2023-08-13,60,2,1634.84
POL-70EA7FB4,INV-006A1A93,Premium,2023-08-13,2023-08-18,60,3,1634.84
POL-BF1D5D3C,INV-45CDFDA0,Premium,2025-01-22,2025-04-22,60,1,1418.37
POL-BF1D5D3C,INV-93A7F77D,Adjustment,2025-04-22,2025-07-21,30,2,1418.37
POL-BF1D5D3C,INV-5A9F198D,Premium,2025-07-21,2025-10-19,30,3,1418.37
POL-BF1D5D3C,INV-7D80C315,Adjustment,2025-10-19,2026-01-17,30,4,1418.37
POL-BF1D5D3C,INV-FE13B6A8,Premium,2026-01-17,2026-01-22,60,5,1418.37
POL-623452AE,INV-62A04923,Premium,2024-05-30,2024-06-29,90,1,1033.81
POL-623452AE,INV-7A84BD9F,Adjustment,2024-06-29,2024-07-29,60,2,1033.81
POL-623452AE,INV-CB6B5B5E,Premium,2024-07-29,2024-08-28,30,3,1033.81
POL-623452AE,INV-5AE80FC8,Premium,2024-08-28,2024-09-27,90,4,1033.81
POL-623452AE,INV-8760A767,Premium,2024-09-27,2024-10-27,60,5,1033.81
POL-623452AE,INV-83D8584D,Premium,2024-10-27,2024-11-26,30,6,1033.81
POL-623452AE,INV-254C8342,Premium,2024-11-26,2024-12-26,60,7,1033.81
POL-623452AE,INV-13D00E05,Adjustment,2024-12-26,2025-01-25,60,8,1033.81
POL-623452AE,INV-3B3995BB,Premium,2025-01-25,2025-02-24,90,9,1033.81
POL-623452AE,INV-2E4E0AB9,Premium,2025-02-24,2025-03-26,60,10,1033.81
POL-623452AE,INV-2FF39549,Refund,2025-03-26,2025-04-25,60,11,1033.81
POL-623452AE,INV-C79DB56C,Premium,2025-04-25,2025-05-25,60,12,1033.81
POL-623452AE,INV-37DE579C,Adjustment,2025-05-25,2025-05-30,90,13,1033.81
POL-F86DB306,INV-615CF023,Premium,2024-01-17,2024-02-16,30,1,1197.93
POL-F86DB306,INV-5179C2DC,Premium,2024-02-16,2024-03-17,60,2,1197.93
POL-F86DB306,INV-695ABF13,Premium,2024-03-17,2024-04-16,30,3,1197.93
POL-F86DB306,INV-E13337B3,Premium,2024-04-16,2024-05-16,60,4,1197.93
POL-F86DB306,INV-22E3F6B2,Premium,2024-05-16,2024-06-15,30,5,1197.93
POL-F86DB306,INV-DBE35AF1,Adjustment,2024-06-15,2024-07-15,30,6,1197.93
POL-F86DB306,INV-98E576EF,Premium,2024-07-15,2024-08-14,30,7,1197.93
POL-F86DB306,INV-4AE0CCA8,Premium,2024-08-14,2024-09-13,90,8,1197.93
POL-F86DB306,INV-0057A273,Premium,2024-09-13,2024-10-13,60,9,1197.93
POL-F86DB306,INV-318555EE,Premium,2024-10-13,2024-11-12,60,10,1197.93
POL-F86DB306,INV-54CD1714,Premium,2024-11-12,2024-12-12,30,11,1197.93
POL-F86DB306,INV-65FAFCB5,Premium,2024-12-12,2025-01-11,60,12,1197.93
POL-F86DB306,INV-D23E11FC,Premium,2025-01-11,2025-01-16,90,13,1197.93
POL-9DABBAED,INV-4E51D2E4,Premium,2024-01-03,2024-07-01,60,1,866.24
POL-9DABBAED,INV-D2E62886,Premium,2024-07-01,2024-12-28,30,2,866.24
POL-9DABBAED,INV-EEDEACFB,Premium,2024-12-28,2025-01-02,90,3,866.24
POL-D34A80B3,INV-46C9F95F,Premium,2025-09-27,2025-12-26,60,1,496.13
POL-D34A80B3,INV-249964C5,Premium,2025-12-26,2026-03-26,60,2,496.13
POL-D34A80B3,INV-FF4A6A6F,Premium,2026-03-26,2026-06-24,60,3,496.13
POL-D34A80B3,INV-17E50A96,Premium,2026-06-24,2026-09-22,90,4,496.13
POL-76A01E19,INV-15C5B6BE,Refund,2025-06-25,2025-07-25,30,1,227.26
POL-76A01E19,INV-95201D55,Adjustment,2025-07-25,2025-08-24,90,2,227.26
POL-76A01E19,INV-4DFBE5AF,Premium,2025-08-24,2025-09-23,90,3,227.26
POL-76A01E19,INV-849975D7,Premium,2025-09-23,2025-10-23,60,4,227.26
POL-76A01E19,INV-1774FD61,Adjustment,2025-10-23,2025-11-22,30,5,227.26
POL-76A01E19,INV-61C1AE92,Premium,2025-11-22,2025-12-22,60,6,227.26
POL-76A01E19,INV-76B38BC2,Premium,2025-12-22,2026-01-21,30,7,227.26
POL-76A01E19,INV-BE530635,Premium,2026-01-21,2026-02-20,30,8,227.26
POL-76A01E19,INV-25A6D5B4,Premium,2026-02-20,2026-03-22,90,9,227.26
POL-76A01E19,INV-ABA8277A,Premium,2026-03-22,2026-04-21,30,10,227.26
POL-76A01E19,INV-E0200E69,Premium,2026-04-21,2026-05-21,90,11,227.26
POL-76A01E19,INV-16E1D8B0,Premium,2026-05-21,2026-06-20,30,12,227.26
POL-76A01E19,INV-E240630A,Premium,2026-06-20,2026-06-25,90,13,227.26
POL-E316196B,INV-F3CCCEEB,Premium,2023-04-30,2023-05-30,90,1,662.3
POL-E316196B,INV-370BFA7D,Premium,2023-05-30,2023-06-29,90,2,662.3
POL-E316196B,INV-7C2D48D3,Premium,2023-06-29,2023-07-29,30,3,662.3
POL-E316196B,INV-89E41CB6,Premium,2023-07-29,2023-08-28,30,4,662.3
POL-E316196B,INV-5A66435A,Premium,2023-08-28,2023-09-27,60,5,662.3
POL-E316196B,INV-CA0A6F09,Premium,2023-09-27,2023-10-27,30,6,662.3
POL-E316196B,INV-B71D8E81,Premium,2023-10-27,2023-11-26,30,7,662.3
POL-E316196B,INV-C65E5970,Adjustment,2023-11-26,2023-12-26,60,8,662.3
POL-E316196B,INV-2082AEC1,Adjustment,2023-12-26,2024-01-25,90,9,662.3
POL-E316196B,INV-06E25047,Premium,2024-01-25,2024-02-24,90,10,662.3
POL-E316196B,INV-254DF325,Premium,2024-02-24,2024-03-25,30,11,662.3
POL-E316196B,INV-0DBC1FE4,Premium,2024-03-25,2024-04-24,30,12,662.3
POL-E316196B,INV-DF688E19,Premium,2024-04-24,2024-04-29,30,13,662.3
POL-35706C0F,INV-DA2273AD,Premium,2024-04-24,2024-05-24,30,1,1569.17
POL-35706C0F,INV-BAD64C03,Premium,2024-05-24,2024-06-23,60,2,1569.17
POL-35706C0F,INV-9FE0AE0A,Adjustment,2024-06-23,2024-07-23,90,3,1569.17
POL-35706C0F,INV-94DC4329,Premium,2024-07-23,2024-08-22,60,4,1569.17
POL-35706C0F,INV-A4C5128A,Premium,2024-08-22,2024-09-21,30,5,1569.17
POL-35706C0F,INV-FDF352A7,Premium,2024-09-21,2024-10-21,60,6,1569.17
POL-35706C0F,INV-DD729A12,Premium,2024-10-21,2024-11-20,90,7,1569.17
POL-35706C0F,INV-4C223785,Premium,2024-11-20,2024-12-20,30,8,1569.17
POL-35706C0F,INV-096FDA90,Premium,2024-12-20,2025-01-19,30,9,1569.17
POL-35706C0F,INV-08A0A16E,Premium,2025-01-19,2025-02-18,30,10,1569.17
POL-35706C0F,INV-8ACE7BB2,Premium,2025-02-18,2025-03-20,60,11,1569.17
POL-35706C0F,INV-FC962885,Premium,2025-03-20,2025-04-19,60,12,1569.17
POL-35706C0F,INV-3CC6ECE8,Premium,2025-04-19,2025-04-24,60,13,1569.17
POL-7731331E,INV-3723910D,Premium,2024-04-23,2024-05-23,30,1,846.98
POL-7731331E,INV-4606E103,Premium,2024-05-23,2024-06-22,60,2,846.98
POL-7731331E,INV-E971C21C,Premium,2024-06-22,2024-07-22,90,3,846.98
POL-7731331E,INV-A4A983DD,Adjustment,2024-07-22,2024-08-21,60,4,846.98
POL-7731331E,INV-EEF1FCD7,Premium,2024-08-21,2024-09-20,60,5,846.98
POL-7731331E,INV-D0FECB15,Premium,2024-09-20,2024-10-20,30,6,846.98
POL-7731331E,INV-B76318D5,Premium,2024-10-20,2024-11-19,90,7,846.98
POL-7731331E,INV-6F335F8F,Premium,2024-11-19,2024-12-19,90,8,846.98
POL-3C460885,INV-1D9ED561,Premium,2025-12-07,2026-01-06,30,1,1457.89
POL-3C460885,INV-6FF2E8CA,Premium,2026-01-06,2026-02-05,90,2,1457.89
POL-3C460885,INV-ADE84B4D,Premium,2026-02-05,2026-03-07,60,3,1457.89
POL-3C460885,INV-D2DFD741,Premium,2026-03-07,2026-04-06,30,4,1457.89
POL-DEFB0A3B,INV-862D0AD5,Premium,2023-04-01,2023-06-30,60,1,485.91
POL-DEFB0A3B,INV-2104D564,Premium,2023-06-30,2023-09-28,90,2,485.91
POL-DEFB0A3B,INV-0938B466,Premium,2023-09-28,2023-12-27,30,3,485.91
POL-DEFB0A3B,INV-6F82E001,Premium,2023-12-27,2024-03-26,60,4,485.91
POL-DEFB0A3B,INV-81197D7D,Premium,2024-03-26,2024-03-31,30,5,485.91
POL-F028637A,INV-6271C06E,Premium,2023-12-18,2024-01-17,60,1,1067.15
POL-F028637A,INV-3B0A3D69,Premium,2024-01-17,2024-02-16,60,2,1067.15
POL-F028637A,INV-BE1A503F,Premium,2024-02-16,2024-03-17,30,3,1067.15
POL-F028637A,INV-AA35E75E,Premium,2024-03-17,2024-04-16,30,4,1067.15
POL-F028637A,INV-AA7A8ED9,Premium,2024-04-16,2024-05-16,60,5,1067.15
POL-F028637A,INV-D7F5BE4C,Adjustment,2024-05-16,2024-06-15,30,6,1067.15
POL-F028637A,INV-240E9A4D,Premium,2024-06-15,2024-07-15,60,7,1067.15
POL-F028637A,INV-7802BDF5,Premium,2024-07-15,2024-08-14,30,8,1067.15
POL-F028637A,INV-A9302A27,Refund,2024-08-14,2024-09-13,60,9,1067.15
POL-F028637A,INV-9B7460A4,Premium,2024-09-13,2024-10-13,60,10,1067.15
POL-F028637A,INV-C4241D73,Premium,2024-10-13,2024-11-12,30,11,1067.15
POL-F028637A,INV-CF2F32B6,Adjustment,2024-11-12,2024-12-12,60,12,1067.15
POL-F028637A,INV-05878CBD,Premium,2024-12-12,2024-12-17,90,13,1067.15
POL-3EE699CF,INV-91E52E18,Premium,2022-02-18,2022-03-20,90,1,845.59
POL-3EE699CF,INV-8F255927,Adjustment,2022-03-20,2022-04-19,60,2,845.59
POL-3EE699CF,INV-5D8BBE7D,Premium,2022-04-19,2022-05-19,90,3,845.59
POL-3EE699CF,INV-A1254AAD,Premium,2022-05-19,2022-06-18,90,4,845.59
POL-3EE699CF,INV-1C831C7D,Premium,2022-06-18,2022-07-18,60,5,845.59
POL-3EE699CF,INV-7B2FEF12,Adjustment,2022-07-18,2022-08-17,90,6,845.59
POL-3EE699CF,INV-4F5A5102,Premium,2022-08-17,2022-09-16,90,7,845.59
POL-3EE699CF,INV-BBF63CAD,Premium,2022-09-16,2022-10-16,60,8,845.59
POL-3EE699CF,INV-12D5E927,Premium,2022-10-16,2022-11-15,30,9,845.59
POL-3EE699CF,INV-773BA4F8,Refund,2022-11-15,2022-12-15,30,10,845.59
POL-3EE699CF,INV-A795A89F,Premium,2022-12-15,2023-01-14,60,11,845.59
POL-3EE699CF,INV-68220A38,Premium,2023-01-14,2023-02-13,90,12,845.59
POL-3EE699CF,INV-910EEDF6,Premium,2023-02-13,2023-02-18,60,13,845.59
POL-61CBB264,INV-91CFCC9A,Premium,2023-11-04,2023-12-04,90,1,1462.3
POL-61CBB264,INV-48AF71D2,Adjustment,2023-12-04,2024-01-03,30,2,1462.3
POL-61CBB264,INV-980BD738,Premium,2024-01-03,2024-02-02,90,3,1462.3
POL-61CBB264,INV-93961FD7,Premium,2024-02-02,2024-03-03,90,4,1462.3
POL-61CBB264,INV-DDD25AB0,Premium,2024-03-03,2024-04-02,60,5,1462.3
POL-61CBB264,INV-4683D32D,Premium,2024-04-02,2024-05-02,30,6,1462.3
POL-61CBB264,INV-4C0885BD,Premium,2024-05-02,2024-06-01,60,7,1462.3
POL-61CBB264,INV-A9ACCE4A,Premium,2024-06-01,2024-07-01,60,8,1462.3
POL-61CBB264,INV-F9540660,Premium,2024-07-01,2024-07-31,90,9,1462.3
POL-61CBB264,INV-89411D19,Premium,2024-07-31,2024-08-30,90,10,1462.3
POL-61CBB264,INV-247E3E1A,Premium,2024-08-30,2024-09-29,30,11,1462.3
POL-61CBB264,INV-E3EDFE3E,Premium,2024-09-29,2024-10-29,30,12,1462.3
POL-61CBB264,INV-0A04F36D,Premium,2024-10-29,2024-11-03,30,13,1462.3
POL-75B3B339,INV-916760EA,Premium,2023-07-26,2024-01-22,60,1,1509.99
POL-75B3B339,INV-470AA602,Premium,2024-01-22,2024-07-20,60,2,1509.99
POL-75B3B339,INV-E831AEF3,Adjustment,2024-07-20,2024-07-25,30,3,1509.99
POL-34620F14,INV-0D73D3BC,Adjustment,2025-10-23,2026-04-21,60,1,675.16
POL-34620F14,INV-5347A147,Premium,2026-04-21,2026-10-18,60,2,675.16
POL-FB8C98F5,INV-DA64B415,Adjustment,2023-11-10,2023-12-10,60,1,417.64
POL-FB8C98F5,INV-D36A5E8D,Premium,2023-12-10,2024-01-09,60,2,417.64
POL-FB8C98F5,INV-C9205490,Premium,2024-01-09,2024-02-08,30,3,417.64
POL-FB8C98F5,INV-74A4CBCB,Premium,2024-02-08,2024-03-09,30,4,417.64
POL-FB8C98F5,INV-70D1B8FA,Premium,2024-03-09,2024-04-08,90,5,417.64
POL-FB8C98F5,INV-D0288997,Premium,2024-04-08,2024-05-08,90,6,417.64
POL-FB8C98F5,INV-8FE58AA7,Premium,2024-05-08,2024-06-07,90,7,417.64
POL-FB8C98F5,INV-44B31D01,Premium,2024-06-07,2024-07-07,90,8,417.64
POL-FB8C98F5,INV-3CA405FC,Premium,2024-07-07,2024-08-06,30,9,417.64
POL-FB8C98F5,INV-5111006B,Premium,2024-08-06,2024-09-05,90,10,417.64
POL-FB8C98F5,INV-A217A4A9,Premium,2024-09-05,2024-10-05,60,11,417.64
POL-FB8C98F5,INV-CE2B379D,Premium,2024-10-05,2024-11-04,90,12,417.64
POL-FB8C98F5,INV-20CBC11D,Premium,2024-11-04,2024-11-09,90,13,417.64
POL-F482205D,INV-867687AA,Adjustment,2023-01-01,2023-04-01,90,1,132.09
POL-F482205D,INV-7D25425B,Premium,2023-04-01,2023-06-30,60,2,132.09
POL-F482205D,INV-87E97BAD,Premium,2023-06-30,2023-09-28,90,3,132.09
POL-F482205D,INV-99F795E7,Premium,2023-09-28,2023-12-27,60,4,132.09
POL-F482205D,INV-AF57E446,Premium,2023-12-27,2024-01-01,30,5,132.09
POL-FCF23E9E,INV-79E7FC8C,Premium,2022-03-20,2022-09-16,60,1,351.9
POL-FCF23E9E,INV-1A4D7DEC,Premium,2022-09-16,2023-03-15,90,2,351.9
POL-FCF23E9E,INV-9F48A4F3,Premium,2023-03-15,2023-03-20,90,3,351.9
POL-8B2484C6,INV-C604D366,Refund,2023-12-09,2024-03-08,60,1,629.22
POL-8B2484C6,INV-724A8172,Refund,2024-03-08,2024-06-06,30,2,629.22
POL-8B2484C6,INV-EA19B1C6,Premium,2024-06-06,2024-09-04,90,3,629.22
POL-8B2484C6,INV-A1465AE4,Premium,2024-09-04,2024-12-03,60,4,629.22
POL-8B2484C6,INV-3E565CDA,Premium,2024-12-03,2024-12-08,30,5,629.22
POL-AAFA923B,INV-9967E8A8,Premium,2024-06-12,2024-12-09,30,1,540.05
POL-AAFA923B,INV-70A9A643,Premium,2024-12-09,2025-06-07,60,2,540.05
POL-AAFA923B,INV-525B70F2,Adjustment,2025-06-07,2025-06-12,60,3,540.05
POL-205F5FDD,INV-9DB4987F,Adjustment,2024-02-28,2024-03-29,30,1,507.02
POL-205F5FDD,INV-A97EEDDE,Premium,2024-03-29,2024-04-28,90,2,507.02
POL-205F5FDD,INV-719BAA4D,Premium,2024-04-28,2024-05-28,30,3,507.02
POL-205F5FDD,INV-36FF3DF0,Premium,2024-05-28,2024-06-27,60,4,507.02
POL-205F5FDD,INV-46C18331,Refund,2024-06-27,2024-07-27,60,5,507.02
POL-205F5FDD,INV-9413CCE0,Premium,2024-07-27,2024-08-26,60,6,507.02
POL-205F5FDD,INV-CCD74023,Premium,2024-08-26,2024-09-25,30,7,507.02
POL-B6693DE6,INV-1D26C644,Premium,2022-01-04,2022-07-03,30,1,1705.8
POL-B6693DE6,INV-378A07B4,Premium,2022-07-03,2022-12-30,60,2,1705.8
POL-B6693DE6,INV-28D8AA64,Premium,2022-12-30,2023-01-04,60,3,1705.8
POL-293CDFB8,INV-29B15707,Adjustment,2025-11-07,2026-05-06,90,1,931.22
POL-293CDFB8,INV-7913DF41,Premium,2026-05-06,2026-11-02,60,2,931.22
POL-B97B367E,INV-7872009A,Premium,2024-01-16,2024-02-15,60,1,1003.11
POL-B97B367E,INV-0AE6CD96,Premium,2024-02-15,2024-03-16,60,2,1003.11
POL-B97B367E,INV-83100C7C,Premium,2024-03-16,2024-04-15,60,3,1003.11
POL-B97B367E,INV-86E59AD8,Premium,2024-04-15,2024-05-15,60,4,1003.11
POL-B97B367E,INV-3F57E6F5,Premium,2024-05-15,2024-06-14,90,5,1003.11
POL-B97B367E,INV-1F02E880,Premium,2024-06-14,2024-07-14,90,6,1003.11
POL-B97B367E,INV-D6660189,Premium,2024-07-14,2024-08-13,60,7,1003.11
POL-B97B367E,INV-20E0FD1E,Premium,2024-08-13,2024-09-12,90,8,1003.11
POL-B97B367E,INV-3C11ECFE,Premium,2024-09-12,2024-10-12,90,9,1003.11
POL-B97B367E,INV-1010D08D,Premium,2024-10-12,2024-11-11,30,10,1003.11
POL-B97B367E,INV-72B8613C,Premium,2024-11-11,2024-12-11,30,11,1003.11
POL-B97B367E,INV-41E79789,Premium,2024-12-11,2025-01-10,60,12,1003.11
POL-B97B367E,INV-961C193D,Premium,2025-01-10,2025-01-15,60,13,1003.11
POL-43BFD43A,INV-E539EFC3,Premium,2025-06-30,2025-12-27,90,1,1378.54
POL-43BFD43A,INV-3EAE33DD,Premium,2025-12-27,2026-06-25,30,2,1378.54
POL-43BFD43A,INV-4F249961,Premium,2026-06-25,2026-06-30,30,3,1378.54
POL-43D07F2D,INV-7A01A8D3,Premium,2022-09-13,2022-12-12,90,1,1307.38
POL-43D07F2D,INV-69D87056,Premium,2022-12-12,2023-03-12,90,2,1307.38
POL-43D07F2D,INV-2F1B7D3F,Adjustment,2023-03-12,2023-06-10,30,3,1307.38
POL-43D07F2D,INV-F9227054,Premium,2023-06-10,2023-09-08,90,4,1307.38
